"id","cost","category","name","brand","retail_price","department","sku","distribution_center_id"
542,"2.856.699.993.647.630","Tops & Tees","Chaus Women's 3/4 Sleeve Loop Front Diamonds Top","Chaus","49.0","Women","7DCD340D84F762EBA80AA538B0C527F7",5
542,"2.856.699.993.647.630","Tops & Tees","Chaus Women's 3/4 Sleeve Loop Front Diamonds Top","Chaus","49.0","Women","7DCD340D84F762EBA80AA538B0C527F7",5
553,"2.363.409.091.808.250","Tops & Tees","FUNFASH APPLE RED ANGEL SLEEVES TOP SHIRT BLOUSE CLOTHING Plus Size Made in USA","Funfash","399.900.016.784.668","Women","F387624DF552CEA2F369918C5E1E12BC",1
553,"2.363.409.091.808.250","Tops & Tees","FUNFASH APPLE RED ANGEL SLEEVES TOP SHIRT BLOUSE CLOTHING Plus Size Made in USA","Funfash","399.900.016.784.668","Women","F387624DF552CEA2F369918C5E1E12BC",1
557,"47.931.800.579.202.100","Tops & Tees","Allegra K Women 3/4 Sleeves Self Tie Front Falbala Blouse Pink XS","Allegra K","9.380.000.114.440.910","Women","6E2713A6EFEE97BACB63E52C54F0ADA0",9
557,"47.931.800.579.202.100","Tops & Tees","Allegra K Women 3/4 Sleeves Self Tie Front Falbala Blouse Pink XS","Allegra K","9.380.000.114.440.910","Women","6E2713A6EFEE97BACB63E52C54F0ADA0",9
564,"2.070.999.996.177.850","Tops & Tees","Armani Exchange Statement Stagger Logo tee","A:X Armani Exchange","38.0","Women","1728EFBDA81692282BA642AAFD57BE3A",8
571,"2.834.999.991.953.370","Tops & Tees","Red Dot Women's Deep V Neck Top","Red Dot","54.0","Women","C9892A989183DE32E976C6F04E700201",8
595,"29.996.999.938.040.900","Tops & Tees","Lucky Brand Women's Under The Stars Thermal Shirt","Lucky Brand","49.5","Women","04ECB1FA28506CCB6F72B12C0245DDBC",5
595,"29.996.999.938.040.900","Tops & Tees","Lucky Brand Women's Under The Stars Thermal Shirt","Lucky Brand","49.5","Women","04ECB1FA28506CCB6F72B12C0245DDBC",5
597,"1.236.899.995.431.300","Tops & Tees","Selena Gomez When The Sun Goes Down Black Tissue T-Shirt","Selena Gomez","21.0","Women","08C5433A60135C32E34F46A71175850C",9
597,"1.236.899.995.431.300","Tops & Tees","Selena Gomez When The Sun Goes Down Black Tissue T-Shirt","Selena Gomez","21.0","Women","08C5433A60135C32E34F46A71175850C",9
627,"4.727.919.963.614.940","Tops & Tees","Allegra K Woman Roll up Short Sleeve Point Collar Stripe Shirt Multicolor S","Allegra K","9.039.999.961.853.020","Women","185C29DC24325934EE377CFDA20E414C",9
661,"9.131.700.153.964.750","Tops & Tees","Collections Etc - Lorraine Low Cut Paisley Tunic","Samanthas Style Shoppe","14.970.000.267.028.800","Women","3A066BDA8C96B9478BB0512F0A43028C",6
661,"9.131.700.153.964.750","Tops & Tees","Collections Etc - Lorraine Low Cut Paisley Tunic","Samanthas Style Shoppe","14.970.000.267.028.800","Women","3A066BDA8C96B9478BB0512F0A43028C",6
662,"4.230.789.852.081.830","Tops & Tees","Allegra K Woman Faux Crystal Detail Leopard Print Strapped Tank Top M","Allegra K","696.999.979.019.165","Women","BE3159AD04564BFB90DB9E32851EBF9C",9
663,"15.024.999.994.784.500","Tops & Tees","FEA Juniors Hunger Games Book Tribute Spray Tissue Tee","FEA","25.0","Women","8757150DECBD89B0F5442CA3DB4D0E0E",6
663,"15.024.999.994.784.500","Tops & Tees","FEA Juniors Hunger Games Book Tribute Spray Tissue Tee","FEA","25.0","Women","8757150DECBD89B0F5442CA3DB4D0E0E",6
667,"18.639.689.265.636.200","Tops & Tees","French Connection Women's Summer Silk Shirt","French Connection","32.529.998.779.296.800","Women","B5DC4E5D9B495D0196F61D45B26EF33E",5
668,"15.574.000.383.339.800","Tops & Tees","2B Sequin Stripe Sweater","2b by bebe","29.950.000.762.939.400","Women","192FC044E74DFFEA144F9AC5DC9F3395",5
668,"15.574.000.383.339.800","Tops & Tees","2B Sequin Stripe Sweater","2b by bebe","29.950.000.762.939.400","Women","192FC044E74DFFEA144F9AC5DC9F3395",5
681,"6.274.840.139.172.820","Tops & Tees","Collections Etc - Rose Applique & Pearl Beaded Top","Samanthas Style Shoppe","10.970.000.267.028.800","Women","1595AF6435015C77A7149E92A551338E",6
681,"6.274.840.139.172.820","Tops & Tees","Collections Etc - Rose Applique & Pearl Beaded Top","Samanthas Style Shoppe","10.970.000.267.028.800","Women","1595AF6435015C77A7149E92A551338E",6
686,"8.098.770.133.532.130","Tops & Tees","Collections Etc - Sweetheart Neckline Lace Trim Short Sleeve Top","Samanthas Style Shoppe","14.970.000.267.028.800","Women","109A0CA3BC27F3E96597370D5C8CF03D",6
695,"31.991.999.931.633.400","Tops & Tees","Hard Tail Long Skinny Tee","Hard Tail","62.0","Women","E4BB4C5173C2CE17FD8FCD40041C068F",10
701,"21.735.999.953.001.700","Tops & Tees","American Apparel Leaf Flower Lace Tee","American Apparel","38.0","Women","B4A528955B84F584974E92D025A75D1F",8
724,"2.296.853.085.054.570","Tops & Tees","Blue Banana - Figure Hugging Halter Neck Top","Blue Banana","419.900.016.784.668","Women","7F1171A78CE0780A2142A6EB7BC4F3C8",3
724,"2.296.853.085.054.570","Tops & Tees","Blue Banana - Figure Hugging Halter Neck Top","Blue Banana","419.900.016.784.668","Women","7F1171A78CE0780A2142A6EB7BC4F3C8",3
725,"13.649.999.955.669.000","Tops & Tees","Southpole Junior's Basic Solid Color V-Neck Tee","Southpole","25.0","Women","82F2B308C3B01637C607CE05F52A2FED",1
735,"8.999.999.966.472.380","Tops & Tees","YogaColors Crystal Tri Blend T Back Tank Top Up To Size 4XL","YogaColors","15.0","Women","6CD67D9B6F0150C77BDA2EDA01AE484C",2
735,"8.999.999.966.472.380","Tops & Tees","YogaColors Crystal Tri Blend T Back Tank Top Up To Size 4XL","YogaColors","15.0","Women","6CD67D9B6F0150C77BDA2EDA01AE484C",2
783,"4.875.499.983.690.670","Sweaters","Calvin Klein Women's MSY Flyaway Sweater","Calvin Klein","99.5","Women","6E0721B2C6977135B916EF286BCB49EC",3
796,"13.494.599.854.061.000","Tops & Tees","O'Neill Juniors Michi Tube Top","O'Neill","24.989.999.771.118.100","Women","35CF8659CFCB13224CBD47863A34FC58",8
796,"13.494.599.854.061.000","Tops & Tees","O'Neill Juniors Michi Tube Top","O'Neill","24.989.999.771.118.100","Women","35CF8659CFCB13224CBD47863A34FC58",8
806,"41.799.999.967.217.400","Sweaters","Leo & Nicole Women's Long Notch Collar with Fringe Cardigan","Leo & Nicole","88.0","Women","D58072BE2820E8682C0A27C0518E805E",1
807,"4.125.949.992.798.260","Sweaters","Isaac Mizrahi Women's Felicity Sweater","Isaac Mizrahi Jeans","89.5","Women","6E7B33FDEA3ADC80EBD648FFFB665BB8",2
807,"4.125.949.992.798.260","Sweaters","Isaac Mizrahi Women's Felicity Sweater","Isaac Mizrahi Jeans","89.5","Women","6E7B33FDEA3ADC80EBD648FFFB665BB8",2
812,"6.159.729.806.397.550","Sweaters","Black Cotton Blend Skull Skeleton Punk Long Sleeve Knitted Cardigan Sweater Tops","Xfy","131.899.995.803.833","Women","81E74D678581A3BB7A720B019F4F1A93",5
812,"6.159.729.806.397.550","Sweaters","Black Cotton Blend Skull Skeleton Punk Long Sleeve Knitted Cardigan Sweater Tops","Xfy","131.899.995.803.833","Women","81E74D678581A3BB7A720B019F4F1A93",5
815,"14.002.169.862.667.000","Sweaters","US Polo Assn. Juniors Solid V-Neck Sweater","U.S. Polo Assn.","28.989.999.771.118.100","Women","71AD16AD2C4D81F348082FF6C4B20768",7
815,"14.002.169.862.667.000","Sweaters","US Polo Assn. Juniors Solid V-Neck Sweater","U.S. Polo Assn.","28.989.999.771.118.100","Women","71AD16AD2C4D81F348082FF6C4B20768",7
825,"393.124.998.966.232","Sweaters","Christopher Fischer Women's 100% Cashmere V-Neck  Button Cuff Detail Sweater","Christopher Fischer","92.5","Women","D554F7BB7BE44A7267068A7DF88DDD20",2
825,"393.124.998.966.232","Sweaters","Christopher Fischer Women's 100% Cashmere V-Neck  Button Cuff Detail Sweater","Christopher Fischer","92.5","Women","D554F7BB7BE44A7267068A7DF88DDD20",2
836,"48.184.999.972.581.800","Sweaters","Christopher Fischer Women's 100% Cashmere Solid Featherweight Hoodie","Christopher Fischer","115.0","Women","AB88B15733F543179858600245108DD8",2
836,"48.184.999.972.581.800","Sweaters","Christopher Fischer Women's 100% Cashmere Solid Featherweight Hoodie","Christopher Fischer","115.0","Women","AB88B15733F543179858600245108DD8",2
845,"22.147.999.968.146.900","Sweaters","Huafeng Fawn Colored Stripe Loose Xmas Sweaters Womens","Huafeng","49.0","Women","B86E8D03FE992D1B0E19656875EE557C",6
845,"22.147.999.968.146.900","Sweaters","Huafeng Fawn Colored Stripe Loose Xmas Sweaters Womens","Huafeng","49.0","Women","B86E8D03FE992D1B0E19656875EE557C",6
890,"3.847.199.996.933.340","Sweaters","Carve Designs Women's Sunday Sweater","Carve Designs","84.0","Women","024D7F84FFF11DD7E8D9C510137A2381",6
890,"3.847.199.996.933.340","Sweaters","Carve Designs Women's Sunday Sweater","Carve Designs","84.0","Women","024D7F84FFF11DD7E8D9C510137A2381",6
895,"7.474.499.988.136.810","Sweaters","Curve Appeal Dolman 3/4 Sleeve Cable Weave Knit Sweater","Curve Appeal","45.428","Women","20AEE3A5F4643755A79EE5F6A73050AC",8
897,"39.774.999.972.432.800","Sweaters","Christopher Fischer Women's 100% Cashmere Solid Raglan Crew Neck Sweater","Christopher Fischer","92.5","Women","5705E1164A8394AACE6018E27D20D237",2
910,"7.584.299.999.289.210","Sweaters","Women's Cashmere Cardigan Twin Sweater Set","Cashmere Boutique","159.0","Women","E205EE2A5DE471A70C1FD1B46033A75F",1
910,"7.584.299.999.289.210","Sweaters","Women's Cashmere Cardigan Twin Sweater Set","Cashmere Boutique","159.0","Women","E205EE2A5DE471A70C1FD1B46033A75F",1
918,"361.397.989.754.051","Sweaters","Beautiful Knitting Weaveing Women Lady Cardigan Sweater Long Sleeve Candy Colors","Xfy","8.989.999.771.118.160","Women","1E056D2B0EBD5C878C550DA6AC5D3724",5
918,"361.397.989.754.051","Sweaters","Beautiful Knitting Weaveing Women Lady Cardigan Sweater Long Sleeve Candy Colors","Xfy","8.989.999.771.118.160","Women","1E056D2B0EBD5C878C550DA6AC5D3724",5
923,"27.430.350.716.758.100","Sweaters","Ed Garments Women's Corporate Performance Crewneck Cardigan. 038","Ed Garments","589.900.016.784.668","Women","C4015B7F368E6B4871809F49DEBE0579",7
